candidate_patch_count,candidate_pixels,valid_aoi_pixels,candidate_area_pct_of_valid_aoi,mean_candidate_score_in_mask,score_threshold,ratio_threshold,intensity_threshold,texture_threshold,top_patch_id,top_patch_area_m2,top_patch_mean_score,candidate_mean_slope_deg,candidate_max_slope_deg
57,589,157142,0.3748202262921434,0.7496435642242432,0.5298912525177002,1.2317471504211426,7.177018642425537,0.46717697381973267,C-055,5000.0,0.8225793838500977,0.011919236741960049,2.8624050617218018
