path,product_id,product_type,role,resolution,usable,notes,pixel_resolution,upper_left_latitude,upper_left_longitude,upper_right_latitude,upper_right_longitude,lower_left_latitude,lower_left_longitude,lower_right_latitude,lower_right_longitude,width,height,crs,sample_p02,sample_p50,sample_p98
C:\Users\nsraw\Downloads\tantra-mantra\ch2_ohr_ncp_20211228T2209123959_d_img_d18_Bundle\ch2_ohr_ncp_20211228T2209123959_d_img_d18.zip,ch2_ohr_ncp_20211228T2209123959_d_img_d18,OHRC zip bundle,optical / hazard interpretation,0.28 m/pixel,yes - browse/context; IMG requires extraction/PDS handling,"1 IMG, 3 XML, 1 browse PNG inside zip",0.28,-89.923132,55.564452,-89.850542,110.41603,-89.257559,233.745958,-89.252796,224.351932,,,,,,
C:\Users\nsraw\Downloads\tantra-mantra\ch2_ohr_ncp_20211228T2209123959_d_img_d18_Bundle\ch2_ohr_ncp_20241115T1326321339_d_img_d18.zip,ch2_ohr_ncp_20241115T1326321339_d_img_d18,OHRC zip bundle,optical / hazard interpretation,0.24 m/pixel,yes - browse/context; IMG requires extraction/PDS handling,"1 IMG, 3 XML, 1 browse PNG inside zip",0.24,-89.19986,222.259328,-89.20906,229.728973,-89.908842,110.268353,-89.946885,22.453651,,,,,,
C:\Users\nsraw\Downloads\tantra-mantra\ch2_ohr_ncp_20211228T2209123959_d_img_d18_Bundle\ch2_ohr_ncp_20241115T1525004388_d_img_d18.zip,ch2_ohr_ncp_20241115T1525004388_d_img_d18,OHRC zip bundle,optical / hazard interpretation,0.24 m/pixel,yes - browse/context; IMG requires extraction/PDS handling,"1 IMG, 3 XML, 1 browse PNG inside zip",0.24,-89.196875,221.909032,-89.193425,229.33004,-89.917686,105.92217,-89.950601,4.686608,,,,,,
C:\Users\nsraw\Downloads\tantra-mantra\ch2_ohr_ncp_20211228T2209123959_d_img_d18_Bundle\ch2_ohr_ncp_20251010T0942085687_d_img_d18.zip,ch2_ohr_ncp_20251010T0942085687_d_img_d18,OHRC zip bundle,optical / hazard interpretation,0.22 m/pixel,yes - browse/context; IMG requires extraction/PDS handling,"1 IMG, 3 XML, 1 browse PNG inside zip",0.22,-89.219895,218.053507,-89.228375,226.509641,-89.928812,57.548965,-89.877154,351.147086,,,,,,
ch2_sar_ncls_20200808t201154198_d_cp_d18\browse\calibrated\20200808\ch2_sar_ncls_20200808t201154198_b_brw_xx_cp_xx_d18.png,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,browse/quicklook,,yes - browse only,not checked,,,,,,,,,,,,,,,
ch2_sar_ncls_20200808t201154198_d_cp_d18\browse\calibrated\20200808\ch2_sar_ncls_20200808t201154198_b_brw_xx_cp_xx_d18.xml,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,PDS/XML metadata,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxl_20200808t201154198_d_gri_in_cp_xx_d18.tif,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,786.0,16943.0,missing,0.9859572052955629,24.66228675842285,34.54667854309082
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxl_20200808t201154198_d_gri_xx_cp_lh_d18.tif,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,786.0,16943.0,missing,0.0,498.0,3142.0
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxl_20200808t201154198_d_gri_xx_cp_lv_d18.tif,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,786.0,16943.0,missing,0.0,434.0,2880.0
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxl_20200808t201154198_d_gri_xx_cp_xx_d18.xml,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,PDS/XML metadata,25.0 m/pixel,yes,"center lat/lon -84.145182, 90.135612",,,,,,,,,,,,,,,
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxl_20200808t201154198_d_sli_xx_cp_lh_d18.tif,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,759.0,355768.0,missing,-6194.58505859375,0.0,5920.63608398436
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxl_20200808t201154198_d_sli_xx_cp_lv_d18.tif,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,759.0,355768.0,missing,-5426.695849609375,0.0,5378.114160156224
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxl_20200808t201154198_d_sli_xx_cp_xx_d18.xml,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,PDS/XML metadata,9.593359 m/pixel,yes,"center lat/lon -87.678092, 80.978127",,,,,,,,,,,,,,,
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxl_20200808t201154198_d_sri_in_cp_xx_d18.tif,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,radar candidate detection,25.0 x 25.0 m/pixel,yes,not checked,,,,,,,,,,6618.0,2258.0,known,-2.0,-2.0,-2.0
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxl_20200808t201154198_d_sri_ma_cp_xx_d18.tif,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,radar candidate detection,25.0 x 25.0 m/pixel,yes,not checked,,,,,,,,,,6618.0,2258.0,known,0.0,0.0,0.0
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxl_20200808t201154198_d_sri_xx_cp_lh_d18.tif,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,radar candidate detection,25.0 x 25.0 m/pixel,yes,not checked,,,,,,,,,,6618.0,2258.0,known,0.0,0.0,0.0
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxl_20200808t201154198_d_sri_xx_cp_lv_d18.tif,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,radar candidate detection,25.0 x 25.0 m/pixel,yes,not checked,,,,,,,,,,6618.0,2258.0,known,0.0,0.0,0.0
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxl_20200808t201154198_d_sri_xx_cp_xx_d18.xml,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,PDS/XML metadata,25.0 m/pixel,yes,"center lat/lon -87.691649, 81.459788",,,,,,,,,,,,,,,
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxs_20200808t201154198_d_gri_in_cp_xx_d18.tif,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,786.0,16943.0,missing,0.9859572052955629,24.66228675842285,34.54667854309082
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxs_20200808t201154198_d_gri_xx_cp_lh_d18.tif,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,786.0,16943.0,missing,0.0,419.0,3788.5999999999913
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxs_20200808t201154198_d_gri_xx_cp_lv_d18.tif,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,786.0,16943.0,missing,0.0,420.5,4081.0
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxs_20200808t201154198_d_gri_xx_cp_xx_d18.xml,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,PDS/XML metadata,25.0 m/pixel,yes,"center lat/lon -84.145182, 90.135612",,,,,,,,,,,,,,,
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxs_20200808t201154198_d_sli_xx_cp_lh_d18.tif,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,759.0,355768.0,missing,-6657.8263671875,0.0,6496.5666503906195
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxs_20200808t201154198_d_sli_xx_cp_lv_d18.tif,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,759.0,355768.0,missing,-7421.87802734375,0.0,7217.942773437485
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxs_20200808t201154198_d_sli_xx_cp_xx_d18.xml,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,PDS/XML metadata,9.593359 m/pixel,yes,"center lat/lon -87.678092, 80.978127",,,,,,,,,,,,,,,
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxs_20200808t201154198_d_sri_in_cp_xx_d18.tif,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,radar candidate detection,25.0 x 25.0 m/pixel,yes,not checked,,,,,,,,,,6618.0,2258.0,known,-2.0,-2.0,-2.0
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxs_20200808t201154198_d_sri_ma_cp_xx_d18.tif,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,radar candidate detection,25.0 x 25.0 m/pixel,yes,not checked,,,,,,,,,,6618.0,2258.0,known,0.0,0.0,0.0
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxs_20200808t201154198_d_sri_xx_cp_lh_d18.tif,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,radar candidate detection,25.0 x 25.0 m/pixel,yes,not checked,,,,,,,,,,6618.0,2258.0,known,0.0,0.0,0.0
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxs_20200808t201154198_d_sri_xx_cp_lv_d18.tif,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,radar candidate detection,25.0 x 25.0 m/pixel,yes,not checked,,,,,,,,,,6618.0,2258.0,known,0.0,0.0,0.0
ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxs_20200808t201154198_d_sri_xx_cp_xx_d18.xml,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,PDS/XML metadata,25.0 m/pixel,yes,"center lat/lon -87.691649, 81.459788",,,,,,,,,,,,,,,
ch2_sar_ncls_20200808t201154198_d_cp_d18\geometry\calibrated\20200808\ch2_sar_ncxl_20200808t201154198_g_gri_xx_cp_xx_d18.csv,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncls_20200808t201154198_d_cp_d18\geometry\calibrated\20200808\ch2_sar_ncxl_20200808t201154198_g_oat_xx_cp_xx_d18.csv,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncls_20200808t201154198_d_cp_d18\geometry\calibrated\20200808\ch2_sar_ncxl_20200808t201154198_g_oat_xx_cp_xx_d18.xml,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,PDS/XML metadata,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncls_20200808t201154198_d_cp_d18\geometry\calibrated\20200808\ch2_sar_ncxl_20200808t201154198_g_sli_xx_cp_xx_d18.csv,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncls_20200808t201154198_d_cp_d18\geometry\calibrated\20200808\ch2_sar_ncxl_20200808t201154198_g_sri_xx_cp_xx_d18.csv,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncls_20200808t201154198_d_cp_d18\geometry\calibrated\20200808\ch2_sar_ncxl_20200808t201154198_g_xxx_xx_cp_xx_d18.xml,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,PDS/XML metadata,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncls_20200808t201154198_d_cp_d18\geometry\calibrated\20200808\ch2_sar_ncxs_20200808t201154198_g_gri_xx_cp_xx_d18.csv,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncls_20200808t201154198_d_cp_d18\geometry\calibrated\20200808\ch2_sar_ncxs_20200808t201154198_g_oat_xx_cp_xx_d18.csv,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncls_20200808t201154198_d_cp_d18\geometry\calibrated\20200808\ch2_sar_ncxs_20200808t201154198_g_oat_xx_cp_xx_d18.xml,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,PDS/XML metadata,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncls_20200808t201154198_d_cp_d18\geometry\calibrated\20200808\ch2_sar_ncxs_20200808t201154198_g_sli_xx_cp_xx_d18.csv,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncls_20200808t201154198_d_cp_d18\geometry\calibrated\20200808\ch2_sar_ncxs_20200808t201154198_g_sri_xx_cp_xx_d18.csv,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncls_20200808t201154198_d_cp_d18\geometry\calibrated\20200808\ch2_sar_ncxs_20200808t201154198_g_xxx_xx_cp_xx_d18.xml,ch2_sar_ncls_20200808t201154198_d_cp_d18,SAR/DFSAR,PDS/XML metadata,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20250919t055442925_d_cp_d18\browse\calibrated\20250919\ch2_sar_ncxl_20250919t055442925_b_brw_xx_cp_xx_d18.png,ch2_sar_ncxl_20250919t055442925_d_cp_d18,SAR/DFSAR,browse/quicklook,,yes - browse only,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20250919t055442925_d_cp_d18\browse\calibrated\20250919\ch2_sar_ncxl_20250919t055442925_b_brw_xx_cp_xx_d18.xml,ch2_sar_ncxl_20250919t055442925_d_cp_d18,SAR/DFSAR,PDS/XML metadata,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20250919t055442925_d_cp_d18\data\calibrated\20250919\ch2_sar_ncxl_20250919t055442925_d_gri_in_cp_xx_d18.tif,ch2_sar_ncxl_20250919t055442925_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1123.0,70233.0,missing,12.224643707275392,23.881166458129883,38.86240577697744
ch2_sar_ncxl_20250919t055442925_d_cp_d18\data\calibrated\20250919\ch2_sar_ncxl_20250919t055442925_d_gri_xx_cp_lh_d18.tif,ch2_sar_ncxl_20250919t055442925_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1123.0,70233.0,missing,0.0,252.0,938.0
ch2_sar_ncxl_20250919t055442925_d_cp_d18\data\calibrated\20250919\ch2_sar_ncxl_20250919t055442925_d_gri_xx_cp_lv_d18.tif,ch2_sar_ncxl_20250919t055442925_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1123.0,70233.0,missing,0.0,238.0,864.0
ch2_sar_ncxl_20250919t055442925_d_cp_d18\data\calibrated\20250919\ch2_sar_ncxl_20250919t055442925_d_gri_xx_cp_xx_d18.xml,ch2_sar_ncxl_20250919t055442925_d_cp_d18,SAR/DFSAR,PDS/XML metadata,4.0 m/pixel,yes,"center lat/lon -88.756748, 140.714478",,,,,,,,,,,,,,,
ch2_sar_ncxl_20250919t055442925_d_cp_d18\data\calibrated\20250919\ch2_sar_ncxl_20250919t055442925_d_sli_xx_cp_lh_d18.tif,ch2_sar_ncxl_20250919t055442925_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1152.0,280926.0,missing,-1476.0781860351562,0.0,1613.5755737304648
ch2_sar_ncxl_20250919t055442925_d_cp_d18\data\calibrated\20250919\ch2_sar_ncxl_20250919t055442925_d_sli_xx_cp_lv_d18.tif,ch2_sar_ncxl_20250919t055442925_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1152.0,280926.0,missing,-1434.0291870117187,0.0,1455.8575805664038
ch2_sar_ncxl_20250919t055442925_d_cp_d18\data\calibrated\20250919\ch2_sar_ncxl_20250919t055442925_d_sli_xx_cp_xx_d18.xml,ch2_sar_ncxl_20250919t055442925_d_cp_d18,SAR/DFSAR,PDS/XML metadata,1.798755 m/pixel,yes,"center lat/lon -88.756682, 140.773509",,,,,,,,,,,,,,,
ch2_sar_ncxl_20250919t055442925_d_cp_d18\data\calibrated\20250919\ch2_sar_ncxl_20250919t055442925_d_sri_in_cp_xx_d18.tif,ch2_sar_ncxl_20250919t055442925_d_cp_d18,SAR/DFSAR,radar candidate detection,4.0 x 4.0 m/pixel,yes,not checked,,,,,,,,,,22551.0,25484.0,known,-2.0,-2.0,-2.0
ch2_sar_ncxl_20250919t055442925_d_cp_d18\data\calibrated\20250919\ch2_sar_ncxl_20250919t055442925_d_sri_ma_cp_xx_d18.tif,ch2_sar_ncxl_20250919t055442925_d_cp_d18,SAR/DFSAR,radar candidate detection,4.0 x 4.0 m/pixel,yes,not checked,,,,,,,,,,22551.0,25484.0,known,0.0,0.0,0.0
ch2_sar_ncxl_20250919t055442925_d_cp_d18\data\calibrated\20250919\ch2_sar_ncxl_20250919t055442925_d_sri_xx_cp_lh_d18.tif,ch2_sar_ncxl_20250919t055442925_d_cp_d18,SAR/DFSAR,radar candidate detection,4.0 x 4.0 m/pixel,yes,not checked,,,,,,,,,,22551.0,25484.0,known,0.0,0.0,0.0
ch2_sar_ncxl_20250919t055442925_d_cp_d18\data\calibrated\20250919\ch2_sar_ncxl_20250919t055442925_d_sri_xx_cp_lv_d18.tif,ch2_sar_ncxl_20250919t055442925_d_cp_d18,SAR/DFSAR,radar candidate detection,4.0 x 4.0 m/pixel,yes,not checked,,,,,,,,,,22551.0,25484.0,known,0.0,0.0,0.0
ch2_sar_ncxl_20250919t055442925_d_cp_d18\data\calibrated\20250919\ch2_sar_ncxl_20250919t055442925_d_sri_xx_cp_xx_d18.xml,ch2_sar_ncxl_20250919t055442925_d_cp_d18,SAR/DFSAR,PDS/XML metadata,4.0 m/pixel,yes,"center lat/lon -88.755108, 136.762934",,,,,,,,,,,,,,,
ch2_sar_ncxl_20250919t055442925_d_cp_d18\geometry\calibrated\20250919\ch2_sar_ncxl_20250919t055442925_g_gri_xx_cp_xx_d18.csv,ch2_sar_ncxl_20250919t055442925_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20250919t055442925_d_cp_d18\geometry\calibrated\20250919\ch2_sar_ncxl_20250919t055442925_g_oat_xx_cp_xx_d18.csv,ch2_sar_ncxl_20250919t055442925_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20250919t055442925_d_cp_d18\geometry\calibrated\20250919\ch2_sar_ncxl_20250919t055442925_g_oat_xx_cp_xx_d18.xml,ch2_sar_ncxl_20250919t055442925_d_cp_d18,SAR/DFSAR,PDS/XML metadata,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20250919t055442925_d_cp_d18\geometry\calibrated\20250919\ch2_sar_ncxl_20250919t055442925_g_sli_xx_cp_xx_d18.csv,ch2_sar_ncxl_20250919t055442925_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20250919t055442925_d_cp_d18\geometry\calibrated\20250919\ch2_sar_ncxl_20250919t055442925_g_sri_xx_cp_xx_d18.csv,ch2_sar_ncxl_20250919t055442925_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20250919t055442925_d_cp_d18\geometry\calibrated\20250919\ch2_sar_ncxl_20250919t055442925_g_xxx_xx_cp_xx_d18.xml,ch2_sar_ncxl_20250919t055442925_d_cp_d18,SAR/DFSAR,PDS/XML metadata,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251003t123305739_d_cp_d18\browse\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_b_brw_xx_cp_xx_d18.png,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,browse/quicklook,,yes - browse only,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251003t123305739_d_cp_d18\browse\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_b_brw_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,PDS/XML metadata,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251003t123305739_d_cp_d18\data\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_d_gri_in_cp_xx_d18.tif,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1063.0,69552.0,missing,22.749098777770996,25.991931915283203,30.413068962097164
ch2_sar_ncxl_20251003t123305739_d_cp_d18\data\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_d_gri_xx_cp_lh_d18.tif,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1063.0,69552.0,missing,0.0,237.0,639.0
ch2_sar_ncxl_20251003t123305739_d_cp_d18\data\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_d_gri_xx_cp_lv_d18.tif,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1063.0,69552.0,missing,0.0,246.0,682.0
ch2_sar_ncxl_20251003t123305739_d_cp_d18\data\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_d_gri_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,PDS/XML metadata,4.0 m/pixel,yes,"center lat/lon -88.536534, -45.723721",,,,,,,,,,,,,,,
ch2_sar_ncxl_20251003t123305739_d_cp_d18\data\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_d_sli_xx_cp_lh_d18.tif,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1152.0,278202.0,missing,-1437.1984252929688,0.0,1608.6631347656248
ch2_sar_ncxl_20251003t123305739_d_cp_d18\data\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_d_sli_xx_cp_lv_d18.tif,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1152.0,278202.0,missing,-1602.8625,0.0,1634.4112548828118
ch2_sar_ncxl_20251003t123305739_d_cp_d18\data\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_d_sli_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,PDS/XML metadata,1.798755 m/pixel,yes,"center lat/lon -88.536434, -45.688149",,,,,,,,,,,,,,,
ch2_sar_ncxl_20251003t123305739_d_cp_d18\data\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_d_sri_in_cp_xx_d18.tif,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,radar candidate detection,4.0 x 4.0 m/pixel,yes,not checked,,,,,,,,,,24239.0,20228.0,known,-2.0,-2.0,-2.0
ch2_sar_ncxl_20251003t123305739_d_cp_d18\data\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_d_sri_ma_cp_xx_d18.tif,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,radar candidate detection,4.0 x 4.0 m/pixel,yes,not checked,,,,,,,,,,24239.0,20228.0,known,0.0,0.0,0.0
ch2_sar_ncxl_20251003t123305739_d_cp_d18\data\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_d_sri_xx_cp_lh_d18.tif,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,radar candidate detection,4.0 x 4.0 m/pixel,yes,not checked,,,,,,,,,,24239.0,20228.0,known,0.0,0.0,0.0
ch2_sar_ncxl_20251003t123305739_d_cp_d18\data\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_d_sri_xx_cp_lv_d18.tif,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,radar candidate detection,4.0 x 4.0 m/pixel,yes,not checked,,,,,,,,,,24239.0,20228.0,known,0.0,0.0,0.0
ch2_sar_ncxl_20251003t123305739_d_cp_d18\data\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_d_sri_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,PDS/XML metadata,4.0 m/pixel,yes,"center lat/lon -88.545607, -49.763255",,,,,,,,,,,,,,,
ch2_sar_ncxl_20251003t123305739_d_cp_d18\geometry\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_g_gri_xx_cp_xx_d18.csv,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251003t123305739_d_cp_d18\geometry\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_g_oat_xx_cp_xx_d18.csv,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251003t123305739_d_cp_d18\geometry\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_g_oat_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,PDS/XML metadata,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251003t123305739_d_cp_d18\geometry\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_g_sli_xx_cp_xx_d18.csv,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
