route_type,step,row,col,distance_m,step_distance_m,slope_deg,texture_risk_proxy,science_reward_proxy,step_energy_proxy,cumulative_energy_proxy
shortest,105,124,679,3287.7416997969553,35.35533905932738,0.0,0.0,0.5377894639968872,35.35533905932738,3310.136332100244
shortest,106,124,678,3312.7416997969553,25.0,0.0,0.0,0.6231503486633301,25.0,3335.136332100244
shortest,107,125,677,3348.097038856283,35.35533905932738,0.0,0.010534899309277534,0.7011862993240356,35.42238274799375,3370.5587148482377
shortest,108,126,676,3383.45237791561,35.35533905932738,0.0,0.020017681643366814,0.38000547885894775,35.482730805230304,3406.041445653468
shortest,109,127,675,3418.8077169749376,35.35533905932738,0.0,0.04025768116116524,0.82911217212677,35.61153737342253,3441.6529830268905
shortest,110,127,674,3443.8077169749376,25.0,0.0,0.044455353170633316,0.8608545064926147,25.20004908926785,3466.8530321161584
shortest,111,127,673,3468.8077169749376,25.0,0.0,0.04506876319646835,0.6265588998794556,25.20280943438411,3492.0558415505425
shortest,112,128,672,3504.163056034265,35.35533905932738,0.0,0.032480571419000626,0.8826054930686951,35.562044150092085,3527.6178857006344
shortest,113,128,671,3529.163056034265,25.0,0.0,0.03847406432032585,0.34490644931793213,25.17313328944147,3552.791018990076
shortest,114,128,670,3554.163056034265,25.0,0.0,0.05590708181262016,0.631452739238739,25.25158186815679,3578.0426008582326
shortest,115,128,669,3579.163056034265,25.0,0.0,0.015219527296721935,0.9452263712882996,25.06848787283525,3603.111088731068
shortest,116,129,668,3614.5183950935925,35.35533905932738,0.0,0.002767686964944005,0.39589184522628784,35.3729525113174,3638.484041242385
shortest,117,129,667,3639.5183950935925,25.0,0.0,0.026989353820681572,0.698819637298584,25.12145209219307,3663.605493334578
shortest,118,129,666,3664.5183950935925,25.0,0.0,0.05848150700330734,0.730263888835907,25.263166781514883,3688.868660116093
shortest,119,129,665,3689.5183950935925,25.0,0.0,0.05812603607773781,0.3741016685962677,25.26156716234982,3714.130227278443
shortest,120,129,664,3714.5183950935925,25.0,0.0,0.060529083013534546,0.6336102485656738,25.272380873560905,3739.4026081520037
shortest,121,129,663,3739.5183950935925,25.0,0.0,0.05135078355669975,0.762119472026825,25.231078526005145,3764.633686678009
shortest,122,129,662,3764.5183950935925,25.0,0.0,0.035216815769672394,0.7866971492767334,25.158475670963526,3789.7921623489724
shortest,123,129,661,3789.5183950935925,25.0,0.0,0.0383908711373806,0.5644537210464478,25.17275892011821,3814.9649212690906
shortest,124,129,660,3814.5183950935925,25.0,0.0,0.05993951857089996,0.2722708582878113,25.26972783356905,3840.2346491026597
shortest,125,129,659,3839.5183950935925,25.0,0.0,0.05507173761725426,0.4306198060512543,25.247822819277644,3865.4824719219373
shortest,126,129,658,3864.5183950935925,25.0,0.0,0.03378807008266449,0.21090887486934662,25.15204631537199,3890.6345182373093
shortest,127,129,657,3889.5183950935925,25.0,0.0,0.0,0.46547558903694153,25.0,3915.6345182373093
shortest,128,129,656,3914.5183950935925,25.0,0.0,0.025097370147705078,0.5663716793060303,25.112938165664673,3940.747456402974
shortest,129,129,655,3939.5183950935925,25.0,0.0,0.016060588881373405,0.43282705545425415,25.07227264996618,3965.81972905294
shortest,130,129,654,3964.5183950935925,25.0,0.0,0.032776229083538055,0.3436906039714813,25.14749303087592,3990.967222083816
shortest,131,129,653,3989.5183950935925,25.0,0.0,0.04783734679222107,0.5422335863113403,25.215268060564995,4016.182490144381
shortest,132,129,652,4014.5183950935925,25.0,0.0,0.04334871098399162,0.4638676047325134,25.195069199427962,4041.377559343809
shortest,133,130,651,4049.87373415292,35.35533905932738,0.0,0.03534262999892235,0.49780747294425964,35.580258179362225,4076.9578175231713
shortest,134,131,650,4085.2290732122474,35.35533905932738,0.0,0.034755200147628784,0.4509502649307251,35.57651979868034,4112.534337321852
shortest,135,131,649,4110.229073212247,25.0,0.0,0.0622534416615963,0.5451996326446533,25.280140487477183,4137.814477809329
shortest,136,131,648,4135.229073212247,25.0,0.0,0.051993463188409805,0.41371411085128784,25.233970584347844,4163.048448393677
shortest,137,131,647,4160.229073212247,25.0,0.0,0.030319426208734512,0.6694070100784302,25.136437417939305,4188.184885811616
shortest,138,131,646,4185.229073212247,25.0,0.0,0.03576166555285454,0.6166457533836365,25.160927494987845,4213.345813306604
shortest,139,131,645,4210.229073212247,25.0,0.0,0.04848591238260269,0.8636178970336914,25.21818660572171,4238.563999912326
shortest,140,131,644,4235.229073212247,25.0,0.0,0.030701732262969017,0.5221071839332581,25.138157795183357,4263.702157707509
shortest,141,131,643,4260.229073212247,25.0,0.0,0.06404823809862137,0.7022178173065186,25.288217071443796,4288.990374778953
shortest,142,131,642,4285.229073212247,25.0,0.0,0.06397037953138351,0.49192509055137634,25.287866707891226,4314.278241486844
shortest,143,131,641,4310.229073212247,25.0,0.0,0.060332659631967545,0.4180024564266205,25.271496968343854,4339.549738455188
shortest,144,131,640,4335.229073212247,25.0,0.0,0.029723934829235077,0.7263374328613281,25.133757706731558,4364.68349616192
shortest,145,131,639,4360.229073212247,25.0,0.0,0.029979273676872253,0.6405529379844666,25.134906731545925,4389.818402893466
shortest,146,131,638,4385.229073212247,25.0,0.0,0.02797444723546505,0.7048196792602539,25.12588501255959,4414.944287906025
shortest,147,131,637,4410.229073212247,25.0,0.0,0.03256508708000183,0.5294071435928345,25.14654289186001,4440.090830797885
shortest,148,131,636,4435.229073212247,25.0,0.0,0.03370385244488716,0.7025039792060852,25.151667336001992,4465.242498133887
shortest,149,131,635,4460.229073212247,25.0,0.0,0.03517487645149231,0.5323002338409424,25.158286944031715,4490.400785077919
shortest,150,131,634,4485.229073212247,25.0,0.0,0.0,0.3924434185028076,25.0,4515.400785077919
shortest,151,132,633,4520.584412271574,35.35533905932738,0.0,0.0,0.8215379118919373,35.35533905932738,4550.756124137246
shortest,152,133,632,4555.939751330901,35.35533905932738,0.0,0.0,0.41077178716659546,35.35533905932738,4586.111463196573
shortest,153,133,631,4580.939751330901,25.0,0.0,0.0,0.38981375098228455,25.0,4611.111463196573
shortest,154,133,630,4605.939751330901,25.0,0.0,0.009995508939027786,0.4880385398864746,25.044979790225625,4636.1564429867985
shortest,155,133,629,4630.939751330901,25.0,0.0,0.009274992160499096,0.5258733034133911,25.041737464722246,4661.198180451521
shortest,156,133,628,4655.939751330901,25.0,0.0,0.0,0.481947124004364,25.0,4686.198180451521
shortest,157,134,627,4691.295090390228,35.35533905932738,0.0,0.012773498892784119,0.3199111819267273,35.43662910850648,4721.634809560027
shortest,158,135,626,4726.650429449555,35.35533905932738,0.0,0.06416504830121994,0.3463113605976105,35.763682926247974,4757.398492486275
shortest,159,136,625,4762.005768508882,35.35533905932738,0.0,0.12657058238983154,0.650934100151062,36.1608293132866,4793.559321799562
shortest,160,137,624,4797.361107568209,35.35533905932738,0.0,0.12369836866855621,0.4038297235965729,36.14255065709263,4829.701872456654
shortest,161,137,623,4822.361107568209,25.0,0.0,0.1326947957277298,0.6931527853012085,25.59712658077478,4855.298999037429
shortest,162,137,622,4847.361107568209,25.0,0.0,0.1201254203915596,0.6770796179771423,25.540564391762015,4880.839563429191
shortest,163,137,621,4872.361107568209,25.0,0.0,0.09609436988830566,0.8783596754074097,25.432424664497375,4906.271988093688
shortest,164,138,620,4907.716446627536,35.35533905932738,0.0,0.03433500975370407,0.22545047104358673,35.57384572338793,4941.845833817077
shortest,165,139,619,4943.071785686863,35.35533905932738,0.0,0.06896239519119263,0.46135202050209045,35.79421305490641,4977.640046871983
shortest,166,139,618,4968.071785686863,25.0,0.0,0.12471413612365723,0.312581330537796,25.561213612556454,5003.2012604845395
shortest,167,139,617,4993.071785686863,25.0,0.0,0.10075634717941284,0.5110325813293457,25.453403562307358,5028.654664046847
shortest,168,139,616,5018.071785686863,25.0,0.0,0.05907324329018593,0.45495447516441345,25.26582959480584,5053.920493641653
shortest,169,139,615,5043.071785686863,25.0,0.0,0.08235661685466766,0.38469159603118896,25.370604775846004,5079.291098417499
shortest,170,139,614,5068.071785686863,25.0,0.0,0.07552458345890045,0.22989197075366974,25.339860625565052,5104.630959043064
shortest,171,139,613,5093.071785686863,25.0,0.0,0.11951008439064026,0.8951096534729004,25.53779537975788,5130.168754422822
shortest,172,139,612,5118.071785686863,25.0,0.0,0.12376612424850464,0.5923466682434082,25.55694755911827,5155.72570198194
shortest,173,139,611,5143.071785686863,25.0,0.0,0.12318961322307587,0.34921276569366455,25.55435325950384,5181.280055241444
shortest,174,139,610,5168.071785686863,25.0,0.0,0.11268624663352966,0.510929524898529,25.507088109850883,5206.787143351295
shortest,175,139,609,5193.071785686863,25.0,0.0,0.07745040208101273,0.4895154535770416,25.348526809364557,5232.135670160659
shortest,176,140,608,5228.42712474619,35.35533905932738,0.0,0.05191321298480034,0.9034923911094666,35.68571272373998,5267.821382884399
shortest,177,140,607,5253.42712474619,25.0,0.0,0.0969228446483612,0.8457528352737427,25.43615280091763,5293.257535685317
shortest,178,140,606,5278.42712474619,25.0,0.0,0.14877764880657196,0.3347149193286896,25.66949941962957,5318.927035104946
shortest,179,140,605,5303.42712474619,25.0,0.0,0.17026042938232422,0.4106488525867462,25.76617193222046,5344.693207037167
shortest,180,140,604,5328.42712474619,25.0,0.0,0.14389878511428833,0.5239907503128052,25.647544533014297,5370.340751570181
shortest,181,140,603,5353.42712474619,25.0,0.0,0.14590799808502197,0.4404102861881256,25.656585991382595,5395.997337561564
shortest,182,140,602,5378.42712474619,25.0,0.0,0.14044417440891266,0.6292175650596619,25.631998784840103,5421.629336346404
shortest,183,140,601,5403.42712474619,25.0,0.0,0.14181596040725708,0.9286924004554749,25.638171821832657,5447.267508168236
shortest,184,140,600,5428.42712474619,25.0,0.0,0.14597268402576447,0.3795289099216461,25.65687707811594,5472.924385246352
shortest,185,140,599,5453.42712474619,25.0,0.0,0.15703395009040833,0.3799835443496704,25.706652775406834,5498.631038021759
shortest,186,140,598,5478.42712474619,25.0,0.0,0.12332532554864883,0.36588913202285767,25.55496396496892,5524.186001986728
shortest,187,140,597,5503.42712474619,25.0,0.0,0.05713697522878647,0.9543276429176331,25.25711638852954,5549.443118375258
shortest,188,141,596,5538.782463805517,35.35533905932738,0.0,0.05634395405650139,0.5457020998001099,35.713909787257315,5585.157028162515
shortest,189,142,595,5574.137802864844,35.35533905932738,0.0,0.05614544078707695,0.6051953434944153,35.71264645654663,5620.869674619062
shortest,190,142,594,5599.137802864844,25.0,0.0,0.06194046512246132,0.8425319790840149,25.278732093051076,5646.148406712113
shortest,191,142,593,5624.137802864844,25.0,0.0,0.07088086754083633,0.38304805755615234,25.31896390393376,5671.4673706160465
shortest,192,142,592,5649.137802864844,25.0,0.0,0.08962859958410263,0.3301253318786621,25.403328698128462,5696.870699314175
shortest,193,142,591,5674.137802864844,25.0,0.0,0.06633865088224411,0.32292234897613525,25.298523928970095,5722.169223243145
shortest,194,142,590,5699.137802864844,25.0,0.0,0.05546974390745163,0.1812700480222702,25.24961384758353,5747.418837090729
shortest,195,142,589,5724.137802864844,25.0,0.0,0.0706128180027008,0.9749665856361389,25.317757681012154,5772.736594771741
shortest,196,142,588,5749.137802864844,25.0,0.0,0.07080429047346115,0.4832736551761627,25.318619307130575,5798.055214078871
shortest,197,142,587,5774.137802864844,25.0,0.0,0.08243107050657272,0.6479694843292236,25.370939817279574,5823.426153896151
shortest,198,142,586,5799.137802864844,25.0,0.0,0.05311563238501549,0.2260574847459793,25.23902034573257,5848.6651742418835
shortest,199,142,585,5824.137802864844,25.0,0.0,0.08447356522083282,0.4988849461078644,25.380131043493748,5874.045305285377
shortest,200,142,584,5849.137802864844,25.0,0.0,0.09068869054317474,0.48642629384994507,25.408099107444286,5899.4534043928215
shortest,201,142,583,5874.137802864844,25.0,0.0,0.07831595093011856,0.5895243287086487,25.352421779185537,5924.805826172007
shortest,202,142,582,5899.137802864844,25.0,0.0,0.09334558248519897,0.35598233342170715,25.420055121183395,5950.2258812931905
shortest,203,142,581,5924.137802864844,25.0,0.0,0.09258293360471725,0.45446720719337463,25.416623201221228,5975.642504494412
shortest,204,142,580,5949.137802864844,25.0,0.0,0.11098146438598633,0.20531313121318817,25.49941658973694,6001.141921084149
shortest,205,142,579,5974.137802864844,25.0,0.0,0.11479952186346054,0.5983458161354065,25.516597848385576,6026.658518932534
shortest,206,142,578,5999.137802864844,25.0,0.0,0.11452293395996094,0.7893011569976807,25.515353202819824,6052.173872135354
shortest,207,142,577,6024.137802864844,25.0,0.0,0.11748743057250977,0.6585703492164612,25.528693437576294,6077.70256557293
shortest,208,142,576,6049.137802864844,25.0,0.0,0.08775794506072998,0.6197835206985474,25.394910752773285,6103.097476325704
shortest,209,143,575,6084.493141924171,35.35533905932738,0.0,0.12176219373941422,0.6419867277145386,36.130228915294985,6139.227705240998
shortest,210,144,574,6119.848480983498,35.35533905932738,0.0,0.09972065687179565,0.6519677639007568,35.98995743361319,6175.217662674611
shortest,211,145,573,6155.203820042825,35.35533905932738,0.0,0.08064036816358566,0.3773019015789032,35.86853121982004,6211.086193894432
shortest,212,146,572,6190.559159102152,35.35533905932738,0.0,0.06742105633020401,0.47779297828674316,35.78440403446,6246.870597928892
shortest,213,146,571,6215.559159102152,25.0,0.0,0.09490296244621277,0.9021319150924683,25.42706333100796,6272.2976612598995
shortest,214,147,570,6250.914498161479,35.35533905932738,0.0,0.11621435731649399,0.6308271884918213,36.09492270049495,6308.392583960394
shortest,215,148,569,6286.269837220806,35.35533905932738,0.0,0.12200041860342026,0.42622703313827515,36.13174496904606,6344.52432892944
shortest,216,149,568,6321.625176280133,35.35533905932738,0.0,0.08852921426296234,0.78740394115448,35.91873552897349,6380.443064458414
shortest,217,150,567,6356.98051533946,35.35533905932738,0.0,0.06707344204187393,1.0,35.782191830675366,6416.225256289089
shortest,218,151,566,6392.335854398787,35.35533905932738,0.0,0.0123269222676754,0.6449965834617615,35.43378711226707,6451.659043401356
shortest,219,152,565,6427.691193458114,35.35533905932738,0.0,0.022110309451818466,0.8219492435455322,35.496048207055004,6487.155091608411
shortest,220,153,564,6463.046532517441,35.35533905932738,0.0,0.0,0.576738715171814,35.35533905932738,6522.510430667738
shortest,221,153,563,6488.046532517441,25.0,0.0,0.029979273676872253,0.6707140207290649,25.134906731545925,6547.645337399284
shortest,222,153,562,6513.046532517441,25.0,0.0,0.05804702267050743,0.9940845966339111,25.261211602017287,6572.906549001301
shortest,223,153,561,6538.046532517441,25.0,0.0,0.05634395405650139,0.5641317963600159,25.253547793254256,6598.160096794555
shortest,224,153,560,6563.046532517441,25.0,0.0,0.05475304275751114,0.7067891955375671,25.2463886924088,6623.406485486964
shortest,225,153,559,6588.046532517441,25.0,0.0,0.037641577422618866,0.4047965109348297,25.169387098401785,6648.575872585366
shortest,226,154,558,6623.401871576768,35.35533905932738,0.0,0.0411670058965683,0.5469768643379211,35.617324280602865,6684.193196865968
shortest,227,155,557,6658.757210636095,35.35533905932738,0.0,0.023498697206377983,0.8944092392921448,35.50488385262049,6719.698080718589
shortest,228,156,556,6694.112549695422,35.35533905932738,0.0,0.0,0.593041718006134,35.35533905932738,6755.053419777916
