route_type,step,row,col,distance_m,step_distance_m,slope_deg,texture_risk_proxy,science_reward_proxy,step_energy_proxy,cumulative_energy_proxy
shortest,229,157,555,6729.467888754749,35.35533905932738,0.0,0.0,0.5264632105827332,35.35533905932738,6790.408758837243
shortest,230,158,554,6764.823227814076,35.35533905932738,0.0,0.031210830435156822,0.609713613986969,35.55396356795184,6825.962722405195
shortest,231,159,553,6800.178566873403,35.35533905932738,0.0,0.0,0.6271559000015259,35.35533905932738,6861.318061464522
shortest,232,160,552,6835.53390593273,35.35533905932738,0.0,0.0,0.4374557137489319,35.35533905932738,6896.673400523849
shortest,233,161,551,6870.889244992057,35.35533905932738,0.0,0.0028595621697604656,0.9380364418029785,35.373537201540536,6932.046937725389
shortest,234,162,550,6906.244584051384,35.35533905932738,0.0,0.0,0.7883569002151489,35.35533905932738,6967.402276784716
shortest,235,163,549,6941.599923110711,35.35533905932738,0.0,0.01313033327460289,0.7173681855201721,35.43889998860677,7002.841176773323
shortest,236,163,548,6966.599923110711,25.0,0.0,0.0034560998901724815,0.8070173263549805,25.015552449505773,7027.856729222829
shortest,237,164,547,7001.955262170038,35.35533905932738,0.0,0.05542998015880585,0.6052657961845398,35.70809329298932,7063.564822515818
shortest,238,165,546,7037.310601229365,35.35533905932738,0.0,0.039180222898721695,1.0,35.60468047102816,7099.169502986847
shortest,239,166,545,7072.665940288692,35.35533905932738,0.0,0.040753938257694244,0.9825510382652283,35.61469553424604,7134.784198521093
shortest,240,167,544,7108.021279348019,35.35533905932738,0.0,0.044619008898735046,0.5862898230552673,35.63929269318644,7170.423491214279
shortest,241,168,543,7143.376618407346,35.35533905932738,0.0,0.0552310012280941,0.7487797141075134,35.70682699882835,7206.130318213108
shortest,242,169,542,7178.731957466673,35.35533905932738,0.0,0.1148686334490776,0.9096173048019409,36.08635856624465,7242.216676779352
shortest,243,170,541,7214.087296526,35.35533905932738,0.0,0.10554566979408264,0.6752309203147888,36.02702758885383,7278.243704368207
shortest,244,171,540,7249.442635585327,35.35533905932738,0.0,0.09330932050943375,0.3571140766143799,35.94915593884854,7314.1928603070555
shortest,245,172,539,7284.797974644654,35.35533905932738,0.0,0.0911630243062973,0.741648256778717,35.93549699345149,7350.128357300507
shortest,246,173,538,7320.1533137039805,35.35533905932738,0.0,0.07038294523954391,0.43128687143325806,35.80325338005625,7385.931610680563
shortest,247,174,537,7355.5086527633075,35.35533905932738,0.0,0.04416874051094055,0.6387209892272949,35.63642720271317,7421.568037883276
shortest,248,175,536,7390.8639918226345,35.35533905932738,0.0,0.029638778418302536,0.9513950943946838,35.54395909017838,7457.111996973455
shortest,249,176,535,7426.2193308819615,35.35533905932738,0.0,4.6310859033837914e-05,0.7442989945411682,35.35563377982957,7492.4676307532845
shortest,250,177,534,7461.574669941288,35.35533905932738,0.0,0.04240346699953079,0.4938209354877472,35.625193070878076,7528.092823824162
shortest,251,178,533,7496.930009000615,35.35533905932738,0.0,0.0644373670220375,0.5749722719192505,35.76541595197518,7563.858239776137
shortest,252,179,532,7532.285348059942,35.35533905932738,0.0,0.07210397720336914,0.9998375773429871,35.814205960406575,7599.672445736544
shortest,253,180,531,7567.640687119269,35.35533905932738,0.0,0.062292519956827164,1.0,35.751766228835415,7635.42421196538
shortest,254,181,530,7602.996026178596,35.35533905932738,0.0,0.05251489207148552,0.732391893863678,35.689541786000625,7671.1137537513805
shortest,255,181,529,7627.996026178596,25.0,0.0,0.04682179167866707,0.6232051253318787,25.210698062554005,7696.3244518139345
shortest,256,181,528,7652.996026178596,25.0,0.0,0.03580356389284134,0.7918030023574829,25.161116037517782,7721.485567851452
shortest,257,181,527,7677.996026178596,25.0,0.0,0.04029906541109085,0.756900429725647,25.18134579434991,7746.666913645802
shortest,258,181,526,7702.996026178596,25.0,0.0,0.020105119794607162,0.7528011202812195,25.090473039075732,7771.757386684878
shortest,259,182,525,7738.351365237923,35.35533905932738,0.0,0.08161129802465439,0.7692214846611023,35.8747101796194,7807.632096864498
shortest,260,183,524,7773.70670429725,35.35533905932738,0.0,0.1542443037033081,0.6640831232070923,36.33694379729943,7843.969040661797
shortest,261,184,523,7809.062043356577,35.35533905932738,0.0,0.13637091219425201,0.7469891905784607,36.22319823024973,7880.1922388920475
shortest,262,185,522,7844.417382415904,35.35533905932738,0.0,0.1541489064693451,1.0,36.33633669302006,7916.528575585067
shortest,263,186,521,7879.772721475231,35.35533905932738,0.0,0.17856690287590027,0.8186653852462769,36.491731870598635,7953.020307455666
shortest,264,187,520,7915.128060534558,35.35533905932738,0.0,0.1947617530822754,0.9542050957679749,36.594795266209694,7989.615102721876
shortest,265,188,519,7950.483399593885,35.35533905932738,0.0,0.10934016853570938,0.6598446369171143,36.0511756309765,8025.666278352852
shortest,266,189,518,7985.838738653212,35.35533905932738,0.0,0.04633338376879692,1.0,35.65020290805149,8061.316481260903
shortest,267,190,517,8021.194077712539,35.35533905932738,0.0,0.020105119794607162,0.7926924824714661,35.48328725821739,8096.79976851912
shortest,268,191,516,8056.549416771866,35.35533905932738,0.0,0.05946723744273186,0.7250957489013672,35.73378624101505,8132.533554760135
shortest,269,192,515,8091.904755831193,35.35533905932738,0.0,0.14613433182239532,0.9641426801681519,36.28533225228941,8168.818887012425
shortest,270,193,514,8127.26009489052,35.35533905932738,0.0,0.28978461027145386,0.9712786674499512,37.19951702638539,8206.01840403881
shortest,271,194,513,8162.615433949847,35.35533905932738,0.0,0.4130939543247223,0.6641607880592346,37.98425288665897,8244.00265692547
shortest,272,195,512,8197.970773009174,35.35533905932738,0.0,0.5147110223770142,1.0,38.6309399477956,8282.633596873266
shortest,273,196,511,8233.326112068502,35.35533905932738,0.0,0.48092880845069885,0.8235782384872437,38.415951254838475,8321.049548128103
shortest,274,197,510,8268.68145112783,35.35533905932738,0.0,0.3356591761112213,0.8790842890739441,37.49146097568899,8358.541009103792
shortest,275,198,509,8304.036790187158,35.35533905932738,0.0,0.23495164513587952,0.9517163038253784,36.850562173066024,8395.391571276858
shortest,276,199,508,8339.392129246486,35.35533905932738,0.0,0.1163177341222763,0.982729434967041,36.09558058645842,8431.487151863315
shortest,277,200,507,8374.747468305814,35.35533905932738,0.0,0.1434764564037323,0.9727674722671509,36.26841763670063,8467.755569500016
shortest,278,200,506,8399.747468305814,25.0,0.0,0.1311628818511963,1.0,25.590232968330383,8493.345802468346
shortest,279,200,505,8424.747468305814,25.0,0.0,0.07107221335172653,0.6075489521026611,25.31982496008277,8518.665627428429
shortest,280,201,504,8460.102807365141,35.35533905932738,0.0,0.12009124457836151,0.6153093576431274,36.1195950599498,8554.785222488379
shortest,281,202,503,8495.45814642447,35.35533905932738,0.0,0.10515734553337097,0.9126974940299988,36.02455630839139,8590.80977879677
shortest,282,203,502,8530.813485483797,35.35533905932738,0.0,0.1039549708366394,1.0,36.01690444267712,8626.826683239447
shortest,283,204,501,8566.168824543125,35.35533905932738,0.0,0.07404579222202301,0.5831077694892883,35.82656359551408,8662.653246834961
shortest,284,205,500,8601.524163602453,35.35533905932738,0.0,0.13152965903282166,1.0,36.19238868379074,8698.845635518752
shortest,285,206,499,8636.87950266178,35.35533905932738,0.0,0.14532552659511566,0.5827459096908569,36.28018504734159,8735.125820566094
shortest,286,207,498,8672.234841721109,35.35533905932738,0.0,0.14445054531097412,0.9391589760780334,36.27461670054674,8771.40043726664
shortest,287,208,497,8707.590180780437,35.35533905932738,0.0,0.11535217612981796,1.0,36.089435813021545,8807.489873079661
shortest,288,209,496,8742.945519839765,35.35533905932738,0.0,0.11396920680999756,0.7870736122131348,36.08063465016359,8843.570507729824
shortest,289,210,495,8778.300858899092,35.35533905932738,0.0,0.0886392816901207,0.8617364764213562,35.91943599379068,8879.489943723614
shortest,290,211,494,8813.65619795842,35.35533905932738,0.0,0.03361963480710983,0.7917823195457458,35.56929310510548,8915.05923682872
shortest,291,211,493,8838.65619795842,25.0,0.0,0.02470913529396057,0.9318917989730835,25.111191108822823,8940.170427937543
shortest,292,211,492,8863.65619795842,25.0,0.0,0.030659280717372894,0.8432506918907166,25.137966763228174,8965.30839470077
shortest,293,211,491,8888.65619795842,25.0,0.0,0.023541999980807304,0.8090337514877319,25.105938999913636,8990.414333700684
shortest,294,211,490,8913.65619795842,25.0,0.0,0.017516639083623886,0.7817904949188232,25.07882487587631,9015.49315857656
shortest,295,212,489,8949.011537017748,35.35533905932738,0.0,0.04120830073952675,1.0,35.617587079374225,9051.110745655935
