pseudo_iou,pseudo_dice,prediction_fraction,pseudo_label_fraction,training_loss_last,validation_loss_last,validation_pseudo_iou_last,validation_pseudo_dice_last,training_tiles,validation_tiles,augmented_training_tiles,prediction_threshold,checkpoint_path
0.2489406779661017,0.3986429177268872,0.0012402044865973834,0.001238102445094676,1.1062535618742306,1.0395095348358154,0.10130718954248366,0.18397626112759644,48,16,192,0.9935863614082336,models\unet_pseudolabel.pt
