candidate_id,refinement_status,refined_rank,refined_candidate_score,area_m2,equivalent_candidate_patch_diameter_m,centroid_lat,centroid_lon,mean_ice_probability,max_ice_probability,ice_confidence_score,depth_likelihood_class,shallow_ice_likelihood,deep_ice_likelihood,psr_stability_proxy,mean_ratio_contribution,mean_intensity_contribution,mean_roughness_suitability_contribution,mean_psr_proxy_contribution,mean_candidate_score,mean_texture,mean_dem_roughness_proxy,mean_terrain_roughness,slope_safety_score,roughness_hazard_score,roughness_ambiguity_risk,confidence_before_penalty,confidence_after_penalty,candidate_confidence_after_roughness_penalty,confidence_level,reason_for_confidence,mean_slope_deg,max_slope_deg,nearest_landing_site_id,distance_to_nearest_landing_site_m,validation_priority_rank
C-015,kept_for_planning,42.0,0.8540564477443695,5000.0,79.78845608028654,-87.45065091927363,80.43406996510863,0.708112895488739,0.7731989622116089,0.9386571869254112,shallow-likelihood,0.9202543050050735,0.5702543146908283,0.3082839511334896,0.24497373960912228,0.17496622167527676,0.21210740134119987,0.07606554310768843,0.6602426171302795,0.1673041135072708,0.0,0.0,1.0,0.0,Low,Low,Low,Low,Low,Low before penalty; Low after roughness penalty; low roughness ambiguity and low threshold stability.,0.0,0.0,L-02,465.0688793071409,55
C-012,kept_for_planning,43.0,0.8535235524177551,5000.0,79.78845608028654,-87.48594413637863,80.1125709665453,0.7070471048355103,0.8037763833999634,0.9465096592903137,shallow-likelihood,0.930462546646595,0.5804625377058983,0.3287540636956692,0.2567257545888424,0.17027845606207848,0.1980202104896307,0.08202271722257137,0.6975009441375732,0.2061997503042221,0.0,0.0,1.0,0.0,Low,Low,Low,Low,Low,Low before penalty; Low after roughness penalty; low roughness ambiguity and low threshold stability.,0.0,0.0,L-04,1010.2453677820057,56
C-057,kept_for_planning,44.0,0.8486314930021763,5625.0,84.62843753216345,-87.79440052414597,82.09787757083001,0.8357728123664856,0.9067237973213196,0.9221862355868021,shallow-likelihood,0.9255311157968309,0.8011042210790846,0.49421099821726483,0.2635136842727661,0.24899236526754168,0.19309305648008981,0.13017367985513476,0.7794984579086304,0.16264525055885315,0.11950157582759857,0.2000155746936798,0.9024940058588982,0.2000155746936798,Low,Low,Low,Low,Low,Low before penalty; Low after roughness penalty; low roughness ambiguity and low threshold stability.,0.7800479531288147,2.8624050617218018,L-04,10114.8974137832,25
C-003,kept_for_planning,45.0,0.8475621044635773,5000.0,79.78845608028654,-87.15572060315222,80.20425586960786,0.6951242089271545,0.7552468180656433,0.9599329754710197,shallow-likelihood,0.9479128569364548,0.5979128479957581,0.13722452521324158,0.2758362162858248,0.1677190139889717,0.22528482414782047,0.026284154038876295,0.6923713684082031,0.1309203803539276,0.0,0.0,1.0,0.0,Low,Low,Low,Low,Low,Low before penalty; Low after roughness penalty; low roughness ambiguity and low threshold stability.,0.0,0.0,L-01,310.9021650776977,46
C-002,kept_for_planning,46.0,0.8472746312618256,7500.0,97.720502380584,-87.14155277261261,80.08492151561076,0.6945492625236511,0.7126874327659607,0.970194935798645,shallow-likelihood,0.961253414551417,0.6112534056107203,0.12900718549887338,0.2690030261874199,0.17784177884459496,0.22381167486310005,0.023892759655912716,0.6955252289772034,0.13498784601688385,0.0,0.0,1.0,0.0,Low,Low,Low,Low,Low,Low before penalty; Low after roughness penalty; low roughness ambiguity and low threshold stability.,0.0,0.0,L-01,161.441531383829,17
C-020,kept_for_planning,47.0,0.846897691488266,5000.0,79.78845608028654,-87.21687547807966,81.28739648417982,0.693795382976532,0.7293562293052673,1.0,shallow-likelihood,1.0,0.6499999761581421,0.1726943477988243,0.2624985110014677,0.22099075093865395,0.17369962483644485,0.03660651529207826,0.7991576790809631,0.27335044741630554,0.0,0.0,1.0,0.0,Low,Low,Low,Low,Low,Low before penalty; Low after roughness penalty; low roughness ambiguity and medium threshold stability.,0.0,0.0,L-01,2764.563708797466,33
C-004,kept_for_planning,48.0,0.845189779996872,6250.0,89.20620580763855,-87.14478807027548,80.42545786204506,0.6903795599937439,0.7367668747901917,0.9658445477485657,shallow-likelihood,0.9555978894233703,0.6055978775024414,0.1308832734823227,0.2724988341331482,0.17626224756240844,0.21717973798513412,0.024438735097646713,0.713870644569397,0.15329904854297638,0.0,0.0,1.0,0.0,Low,Low,Low,Low,Low,Low before penalty; Low after roughness penalty; low roughness ambiguity and low threshold stability.,0.0,0.0,L-01,491.1275292630217,41
C-009,kept_for_planning,49.0,0.843910425901413,8125.0,101.71072362820549,-87.35761154596472,80.45766650228836,0.6878208518028259,0.7396175861358643,0.9529090111072247,shallow-likelihood,0.9387816832615778,0.5887816823445834,0.25432090346629804,0.24737341014238504,0.17599087609694555,0.20409527535621935,0.06036132000959837,0.6765723824501038,0.18942610919475555,0.0,0.0,1.0,0.0,Low,Low,Low,Low,Low,Low before penalty; Low after roughness penalty; low roughness ambiguity and low threshold stability.,0.0,0.0,L-03,1547.221454986075,37
C-046,kept_for_planning,50.0,0.8383080065250397,5625.0,84.62843753216345,-87.27721753818584,82.00359241228466,0.6766160130500793,0.7244706153869629,0.9618403381771512,shallow-likelihood,0.9503924316830106,0.6003924210866293,0.20769274234771729,0.2654886345068614,0.17164397570821974,0.1926917475130823,0.04679168057110575,0.7203065156936646,0.22091197967529297,0.0,0.0,1.0,0.0,Low,Low,Low,Low,Low,Low before penalty; Low after roughness penalty; low roughness ambiguity and low threshold stability.,0.0,0.0,L-03,4562.360263376787,52
C-001,kept_for_planning,51.0,0.8380068242549896,5625.0,84.62843753216345,-87.1450837408512,80.03427401207459,0.6760136485099792,0.7180944085121155,0.9353431661923727,shallow-likelihood,0.9159460994932387,0.5659460955195956,0.13105514314439562,0.24500267207622528,0.18142948382430607,0.22509271734290653,0.024488752293917868,0.6558823585510254,0.131450816988945,0.0,0.0,1.0,0.0,Low,Low,Low,Low,Low,Low before penalty; Low after roughness penalty; low roughness ambiguity and low threshold stability.,0.0,0.0,L-01,116.0034056545619,50
C-005,kept_for_planning,52.0,0.8262003064155579,5000.0,79.78845608028654,-87.14537382105512,80.9758695054789,0.6524006128311157,0.7113499641418457,0.9437225386500359,shallow-likelihood,0.9268392696976662,0.5768392756581306,0.1312232818454504,0.2373811285942793,0.18480502255260944,0.20567678660154343,0.024537682766094804,0.6675211191177368,0.18505945801734924,0.0,0.0,1.0,0.0,Low,Low,Low,Low,Low,Low before penalty; Low after roughness penalty; low roughness ambiguity and low threshold stability.,0.0,0.0,L-01,1319.494014054251,57
C-021,kept_for_planning,53.0,0.8142246603965759,5000.0,79.78845608028654,-87.22001132602867,81.35911922260344,0.6284493207931519,0.6472732424736023,0.9659614711999893,shallow-likelihood,0.9557498842477798,0.6057498827576637,0.1745130456984043,0.2294212505221367,0.18844091147184372,0.1734513845294714,0.03713578777387738,0.6960350871086121,0.27403587102890015,0.0,0.0,1.0,0.0,Low,Low,Low,Low,Low,Low before penalty; Low after roughness penalty; low roughness ambiguity and low threshold stability.,0.0,0.0,L-01,2905.5123391796155,54
C-007,excluded_high_ambiguity,,0.8336248099803925,7500.0,97.720502380584,-87.24690033718612,80.72258513442073,0.6672496199607849,0.7297813296318054,1.0,shallow-likelihood,1.0,0.6499999761581421,0.19010840728878975,0.28102691223224,0.1993625101943811,0.14518583193421364,0.041674320896466575,0.8380821347236633,0.3520788848400116,0.0,0.0,1.0,0.0,Medium,Medium,Low,Low,Low,Medium before penalty; Low after roughness penalty; medium roughness ambiguity and medium threshold stability.,0.0,0.0,L-01,3173.361891503148,12
C-018,excluded_high_ambiguity,,0.873788058757782,6250.0,89.20620580763855,-87.41977846775649,80.62383788036624,0.747576117515564,0.8086436986923218,1.0,shallow-likelihood,1.0,0.6499999761581421,0.2903778403997421,0.26100636422634127,0.25926819145679475,0.15644706413149834,0.0708545409142971,0.8591326475143433,0.32098588347435,0.0,0.0,1.0,0.0,Medium,Medium,Low,Low,Low,Medium before penalty; Low after roughness penalty; medium roughness ambiguity and medium threshold stability.,0.0,0.0,L-03,435.5743334954441,23
C-054,excluded_high_ambiguity,,0.8449589014053345,5625.0,84.62843753216345,-87.34729214287526,82.08853700200355,0.689917802810669,0.7779601812362671,1.0,shallow-likelihood,1.0,0.6499999761581421,0.2483359177907308,0.25755637056297725,0.24282970362239414,0.13091211517651877,0.0586195799211661,0.8626522421836853,0.39148953557014465,0.0,0.0,1.0,0.0,Medium,Medium,Low,Low,Low,Medium before penalty; Low after roughness penalty; medium roughness ambiguity and medium threshold stability.,0.0,0.0,L-03,2965.0016134736306,26
C-039,excluded_high_ambiguity,,0.8498463034629822,5000.0,79.78845608028654,-87.44774660568729,81.31188868671367,0.6996926069259644,0.7787843346595764,0.997736394405365,shallow-likelihood,0.997057318687439,0.647057294845581,0.30659954622387886,0.2592515405267477,0.20527120865881443,0.15959449484944344,0.07557535078376532,0.7905458211898804,0.3122956454753876,0.0,0.0,1.0,0.0,Medium,Low,Low,Low,Low,Low before penalty; Low after roughness penalty; medium roughness ambiguity and medium threshold stability.,0.0,0.0,L-05,813.7970416510494,42
