valid_slope_pixels,mean_slope_deg,median_slope_deg,safe_lt_5deg_pct,acceptable_5_to_8deg_pct,marginal_8_to_10deg_pct,moderate_5_10deg_pct,unsafe_gt_10deg_pct,blocked_gt_15deg_pct,terrain_source,tmc_selected_product_id
157142,1.1772416830062866,0.0,91.30913441346044,3.1850173728220335,1.647554441206043,4.832571814028077,3.858293772511486,1.6329179977345332,TMC-2 DTM: ch2_tmc_ndn_20231026T1735025409_d_dtm_d18,ch2_tmc_ndn_20231026T1735025409_d_dtm_d18
