product_id,lh_path,lv_path,width,height,dtype,crs,pixel_size_m,window_row_off,window_col_off,window_height,window_width,coverage_fraction,role
ch2_sar_ncls_20200808t201154198_d_cp_d18,C:\Users\nsraw\Downloads\tantra-mantra\ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxl_20200808t201154198_d_sri_xx_cp_lh_d18.tif,C:\Users\nsraw\Downloads\tantra-mantra\ch2_sar_ncls_20200808t201154198_d_cp_d18\data\calibrated\20200808\ch2_sar_ncxl_20200808t201154198_d_sri_xx_cp_lv_d18.tif,1122,424,uint16,"PROJCS[""POLARSTEREOGRAPHIC MOON"",GEOGCS[""GCS_MOON"",DATUM[""D_MOON"",SPHEROID[""MOON_polarRadius"",1737400,0]],PRIMEM[""Reference_Meridian"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Polar_Stereographic""],PARAMETER[""latitude_of_origin"",-90],PARAMETER[""central_meridian"",0],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""metre"",1],AXIS[""Easting"",NORTH],AXIS[""Northing"",NORTH]]",25.0,889,3165,424,1122,1.0,selected calibrated SRI LH/LV intensity pair for radar candidate screening proxy workflow
